Date,Close,Volume,Open,High,Low
03/29/2021,102.8,24595540,101.39,102.92,100.78
03/26/2021,101.78,29876000,101.94,102.55,100.7
03/25/2021,102.22,28378140,102.24,102.94,100.54
03/24/2021,102.25,23080580,103.27,103.91,102.08
03/23/2021,102.65,27339940,102.59,103.62,101.96
03/22/2021,101.93,39096320,102.09,102.9,101.3
03/19/2021,102.16,46297860,102.1,102.66,100.88
03/18/2021,101.81,27248600,103.05,103.78,101.68
03/17/2021,104.55,25980320,103.8,105.49,102.7
03/16/2021,104.63,29831280,103.95,106.18,103.5
03/15/2021,103.32,25966500,103.12,103.35,102.18
03/12/2021,103.1,34515880,104.25,104.51,102.38
03/11/2021,105.74,24781600,103.7,106.29,103.62
03/10/2021,102.75,25371840,103.59,103.75,101.67
03/09/2021,102.64,33946120,103.5,103.9,102.39
03/08/2021,101.21,32948580,105.06,106.44,101.08
03/05/2021,105.43,43904360,103.66,105.91,102.32
03/04/2021,102.45,42360120,101.17,104.46,101.01
03/03/2021,101.34,29683620,103.36,104.43,100.5
03/02/2021,103.79,22691900,103.81,105.22,103.56
03/01/2021,104.08,28102300,102.83,104.33,102.31
02/26/2021,101.84,41676020,102.53,103.55,100.8
02/25/2021,101.57,36568640,103.37,104.74,101.06
02/24/2021,104.76,24966980,102.09,105.04,101.91
02/23/2021,103.54,33347540,101.25,104.1,100.1
02/22/2021,103.24,27350660,103.35,104.57,103.11
02/19/2021,105.06,29152240,105.96,106.53,104.87
02/18/2021,105.86,22437100,105.52,106.64,105.19
02/17/2021,106.42,21418820,105,106.68,104.95
02/16/2021,106.1,22676760,105.22,107.63,105.22
02/12/2021,105.21,17117300,104.51,105.44,104.16
02/11/2021,104.79,18913000,104.98,105.1,103.87
02/10/2021,104.77,22709280,104.71,105.42,103.15
02/09/2021,104.18,17797000,103.93,105.26,103.93
02/08/2021,104.65,24848220,105.3,106.18,103.6
02/05/2021,104.9,30702700,103.5,105.13,102.97
02/04/2021,103.12,37046580,103.44,103.93,102.13
02/03/2021,103.5,82363400,103.65,105.83,100.92
02/02/2021,96.38,45474460,96.13,97.79,95.72
02/01/2021,95.07,32043640,92.68,96.12,92.55
01/29/2021,91.79,32251040,92.31,92.86,90.51
01/28/2021,93.16,35462760,92.2,94.94,92.13
01/27/2021,91.54,54965840,94.13,94.5,90.45
01/26/2021,95.86,26262780,94.44,96.25,94.21
01/25/2021,94.97,38546400,96.03,96.48,93.38
01/22/2021,95.05,25444640,94.78,95.55,94.09
01/21/2021,94.56,41278640,94.9,96.74,94.36
01/20/2021,94.35,49805160,91.57,95.19,91.28
01/19/2021,89.54,34692280,87.61,90.46,87.07
01/15/2021,86.81,26843400,86.91,87.8,86.08
01/14/2021,87.01,23589540,87.68,88.75,86.67
01/13/2021,87.72,21882620,86.93,88.25,86.9
01/12/2021,87.33,27153820,87.7,88.9,86.27
01/11/2021,88.34,24194700,89.3,89.72,88.03
01/08/2021,90.36,41020040,89.4,90.49,88.68
01/07/2021,89.36,45300440,87,89.42,86.85
01/06/2021,86.76,52042280,85.13,87.4,84.95
01/05/2021,87.05,22906940,86.25,87.38,85.9
01/04/2021,86.41,38037100,87.88,88.03,85.39
12/31/2020,87.59,20244800,86.77,87.95,86.77
12/30/2020,86.98,26122600,88.1,88.25,86.28
12/29/2020,87.94,25987900,89.39,89.62,87.8
12/28/2020,88.8,27860660,87.58,89.54,87.32
12/24/2020,86.94,6935060,86.75,87.3,86.46
12/23/2020,86.62,20678340,86.41,87.4,86.25
12/22/2020,86.18,18766920,86.72,86.87,85.63
12/21/2020,86.97,36567560,85.68,87.04,84.95
12/18/2020,86.55,80327060,87.71,87.76,86.01
12/17/2020,87.4,32494880,88.43,88.59,86.93
12/16/2020,88.15,30270860,88.64,88.65,87.8
12/15/2020,88.39,29645220,88.22,88.57,87.5
12/14/2020,88,32003460,88.75,89.87,87.86
12/11/2020,89.09,24413020,88.15,89.22,88
12/10/2020,88.77,27256960,88.49,89.07,87.02
12/09/2020,89.21,30151160,90.6,91.71,88.39
12/08/2020,90.93,21926380,90.51,91.1,89.81
12/07/2020,90.97,26418920,90.95,91.62,90.29
12/04/2020,91.4,27563320,91.23,91.66,90.85
12/03/2020,91.34,24545960,91.2,92.36,91.13
12/02/2020,91.4,24440640,89.91,91.78,89.47
12/01/2020,89.91,34780900,88.72,91.24,88.47
11/30/2020,88.04,36476720,89.06,89.4,87.75
11/27/2020,89.66,17698320,88.65,90.2,88.62
11/25/2020,88.57,20922440,88.64,88.93,87.83
11/24/2020,88.44,31594060,86.53,88.58,86.38
11/23/2020,86.74,43239500,87.48,87.7,85.89
11/20/2020,87.11,46273100,88.26,88.7,87.09
11/19/2020,88.2,24998200,86.92,88.48,86.85
11/18/2020,87.34,23469320,88.26,88.67,87.31
11/17/2020,88.51,22942280,88.85,89.25,88.35
11/16/2020,89.07,24935700,88.59,89.95,88.38
11/13/2020,88.85,30011480,87.88,89.05,87.23
11/12/2020,87.49,24975080,87.38,88.41,87.28
11/11/2020,87.64,25279320,87.5,88.21,87.37
11/10/2020,87.02,52722840,86.55,88.15,85.87
11/09/2020,88.15,45365400,89.55,90.9,88
11/06/2020,88.09,33224500,87.7,88.62,87.02
11/05/2020,88.17,41316240,89.05,89.68,87.53
11/04/2020,87.46,71418540,85.51,88.57,85.3
11/03/2020,82.51,33233060,81.59,83.09,80.83
11/02/2020,81.3,50708920,81.41,83.04,80.8
10/30/2020,81.05,86617240,83.61,84.35,80.22
10/29/2020,78.36,40061280,76.12,79.69,76.11
10/28/2020,75.83,36679180,77.99,78.07,75.73
10/27/2020,80.21,24580040,79.78,80.34,79.14
10/26/2020,79.52,37065080,81.25,81.91,78.83
10/23/2020,82.05,27516880,81.3,82.12,81.03
10/22/2020,80.77,28680840,79.65,81.1,79.25
10/21/2020,79.67,51366900,78.67,80.94,78.58
10/20/2020,77.8,44851440,76.35,78.88,76.28
10/19/2020,76.73,32141500,79.02,79.41,76.4
10/16/2020,78.65,28702740,78.29,79.06,78.15
10/15/2020,77.96,30816340,77.36,78.76,77.25
10/14/2020,78.4,38619800,78.93,79.38,77.53
10/13/2020,78.58,32020860,79.19,79.5,78.16
10/12/2020,78.46,49651200,77.15,79.69,76.63
10/09/2020,75.76,28710840,74.74,75.83,74.47
10/08/2020,74.3,23756620,73.25,74.5,73.25
10/07/2020,73.01,34923120,73.21,73.45,71.8
10/06/2020,72.67,24908460,73.78,74.34,72.43
10/05/2020,74.3,22265140,73.31,74.41,73.21
10/02/2020,72.92,25681420,73.1,74.16,72.55
10/01/2020,74.5,35589940,74.21,74.95,73.96
09/30/2020,73.48,34032160,73.34,74.49,72.99
09/29/2020,73.47,19582040,73.52,73.83,72.94
09/28/2020,73.23,40158820,73.71,73.84,72.47
09/25/2020,72.25,26467500,71.63,72.5,70.67
09/24/2020,71.41,29004320,70.55,72.19,70.49
09/23/2020,70.76,33147000,72.94,73.05,70.39
09/22/2020,73.27,31664020,72.5,73.48,71.73
09/21/2020,71.56,57776540,72,72.42,70.33
09/18/2020,73,62077640,74.9,75.15,71.86
09/17/2020,74.78,37595020,74.8,75.41,73.5
09/16/2020,76.05,26245980,77.78,78.1,75.99
09/15/2020,77.07,26621640,76.8,77.98,76.59
09/14/2020,75.96,33931780,76.95,78.2,75.79
09/11/2020,76.04,31941740,76.8,78.76,74.87
09/10/2020,76.6,32371140,78.03,79.2,76.29
09/09/2020,77.85,35494080,77.88,78.45,76.8
09/08/2020,76.62,52217680,76.68,78.19,76.4
09/04/2020,79.55,52171360,81.21,82.26,77.38
09/03/2020,82.09,62155260,85.49,85.49,80.75
09/02/2020,86.41,50223600,83.69,86.66,83.32
09/01/2020,83.04,36533100,81.83,83.29,81.61
08/31/2020,81.71,36468120,82.39,82.4,81.52
08/28/2020,82.22,29995640,81.67,82.36,81.54
08/27/2020,81.72,37232040,82.68,82.75,81.29
08/26/2020,82.62,71621440,80.4,82.96,80.18
08/25/2020,80.41,42641680,79.1,80.58,79.1
08/24/2020,79.41,28204580,79.7,80.71,79.03
08/21/2020,79.02,28929060,78.85,79.89,78.4
08/20/2020,79.09,34137540,77.17,79.29,76.91
08/19/2020,77.38,33212220,77.67,78.68,77.2
08/18/2020,77.93,40541720,76.31,78.12,76.19
08/17/2020,75.9,27572000,75.73,76.28,75.4
08/14/2020,75.39,27104000,75.78,76.1,75.14
08/13/2020,75.92,29104160,75.52,76.86,75.4
08/12/2020,75.33,28753100,74.28,75.62,74.26
08/11/2020,74.02,29087300,74.62,75.5,73.9
08/10/2020,74.81,25790600,74.36,75.2,73.65
08/07/2020,74.72,31556520,75,75.84,74.08
08/06/2020,75.01,39907360,73.59,75.12,73.3
08/05/2020,73.68,39599140,73.47,74.12,73.17
08/04/2020,73.25,38069780,73.83,74.28,72.93
08/03/2020,73.72,46630280,74.33,74.52,73.28
07/31/2020,74.15,68580720,75.25,75.45,72.7
07/30/2020,76.57,33427920,74.85,76.89,74.61
07/29/2020,76.1,22130680,75.32,76.56,75.07
07/28/2020,75.02,34043480,76.26,76.32,74.88
07/27/2020,76.51,24919600,75.78,77.05,75.76
07/24/2020,75.59,30888080,74.95,75.88,74.42
07/23/2020,75.78,32552680,78.35,78.59,75.37
07/22/2020,78.42,18639700,78.03,78.5,77.31
07/21/2020,77.92,24372900,79.35,79.35,77.71
07/20/2020,78.29,31145040,75.76,78.51,75.18
07/17/2020,75.78,29140200,76.08,76.17,74.92
07/16/2020,75.9,30386900,75,75.93,74.32
07/15/2020,75.68,32213680,76.16,76.77,74.9
07/14/2020,76.03,31700320,74.52,76.15,74.18
07/13/2020,75.57,36928480,77.5,78.86,75.26
07/10/2020,77.09,37134080,75.31,77.19,74.83
07/09/2020,75.55,28466440,75.32,76.14,74.4
07/08/2020,74.8,24993160,74.72,75.29,74.28
07/07/2020,74.26,29163440,74.5,75.84,74.18
07/06/2020,74.79,31279940,74,75.33,73.64
07/02/2020,73.24,37189600,72.35,74.15,72.32
07/01/2020,71.9,35503340,70.56,72.15,70.49
06/30/2020,70.68,40847620,69.52,70.93,69.2
06/29/2020,69.75,36203600,67.91,69.78,67.35
06/26/2020,68,85353960,71.57,71.67,67.6
06/25/2020,72.07,24609480,71.5,72.15,71
06/24/2020,71.6,35120440,73.08,73.77,71.49
06/23/2020,73.22,28595280,72.78,73.8,72.26
06/22/2020,72.59,30848800,71.45,72.64,71.16
06/19/2020,71.59,63157500,72.2,72.39,71.07
06/18/2020,71.8,31638320,72.46,72.57,71.35
06/17/2020,72.56,30992300,72.36,73,71.57
06/16/2020,72.14,34232280,72.26,72.75,71.3
06/15/2020,70.99,30121920,69.54,71.24,69.4
06/12/2020,70.66,38927340,71.42,71.85,69.3
06/11/2020,70.19,39826640,72.12,72.72,70.1
06/10/2020,73.29,30503060,72.98,73.71,72.81
06/09/2020,72.81,28184980,72.27,73.4,72.16
06/08/2020,72.33,28083560,71.12,72.4,71.12
06/05/2020,71.92,34704880,70.66,72.25,70.3
06/04/2020,70.61,29685440,71.52,71.95,70.24
06/03/2020,71.82,25123720,71.92,72.33,71.49
06/02/2020,71.96,25562560,71.53,71.98,70.94
06/01/2020,71.59,24342800,70.92,71.9,70.9
05/29/2020,71.45,36761180,70.85,71.63,70.67
05/28/2020,70.84,33879520,69.84,72.04,69.8
05/27/2020,70.89,33722840,70.86,71.09,69.56
05/26/2020,70.85,41212860,71.86,72.05,70.61
05/22/2020,70.52,26188160,69.84,70.64,69.59
05/21/2020,70.14,27703880,70.4,70.77,69.67
05/20/2020,70.34,33107500,69.48,70.52,69.36
05/19/2020,68.67,25612980,69.35,69.6,68.67
05/18/2020,69.2,36479280,68.09,69.62,67.71
05/15/2020,68.66,34154940,67.5,68.72,66.95
05/14/2020,67.81,32061540,66.75,67.87,66.2
05/13/2020,67.47,36251700,68.85,69.27,66.42
05/12/2020,68.79,27812000,70.36,70.75,68.74
05/11/2020,70.16,28242320,68.91,70.83,68.86
05/08/2020,69.42,27761360,69.16,69.94,68.77
05/07/2020,68.63,27995180,68.3,68.88,67.76
05/06/2020,67.37,24308460,68.08,68.56,67.36
05/05/2020,67.56,33030660,66.9,68.7,66.87
05/04/2020,66.34,30080340,65.41,66.38,64.95
05/01/2020,66.03,41452780,66.43,67.6,65.55
04/30/2020,67.43,53378120,66.24,67.64,66.12
04/29/2020,67.07,75872480,67.07,68,66.27
04/28/2020,61.68,59026180,64.4,64.4,61.61
04/27/2020,63.79,32011260,64.8,64.81,63.45
04/24/2020,63.97,32807880,63.06,64.02,62.47
04/23/2020,63.82,31324060,63.58,64.67,63.28
04/22/2020,63.16,41862800,62.28,64.28,62.1
04/21/2020,60.82,43060060,62.35,62.71,60.49
04/20/2020,63.33,33909760,63.55,64.08,63.07
04/17/2020,64.16,38980840,64.24,64.72,63.56
04/16/2020,63.17,50361980,63.71,63.95,62.13
04/15/2020,63.12,33434060,62.28,64.02,62.02
04/14/2020,63.46,49407060,62.25,64.1,61.85
04/13/2020,60.88,34796560,60.46,61.03,59.38
04/09/2020,60.57,43508420,61.2,61.28,59.84
04/08/2020,60.51,39502700,60.33,60.95,59.41
04/07/2020,59.33,47746580,61.05,61.25,59.11
04/06/2020,59.35,53294460,56.9,59.73,56.55
04/03/2020,54.89,46268000,55.95,56.18,53.99
04/02/2020,56.04,39297620,54.91,56.34,54.82
04/01/2020,55.28,46883460,56.1,56.48,54.87
03/31/2020,58.14,49759660,57.37,58.77,56.91
03/30/2020,57.34,51481220,56.25,57.58,54.82
03/27/2020,55.54,64169900,56.28,57.53,55.3
03/26/2020,58.09,71475100,55.59,58.5,54.68
03/25/2020,55.12,81630560,56.32,57.45,54.3
03/24/2020,56.72,66889000,55.19,56.75,54.53
03/23/2020,52.83,80882740,53.07,53.57,50.68
03/20/2020,53.62,72035000,56.79,57.2,53.27
03/19/2020,55.76,73022120,54.65,57.9,53.01
03/18/2020,54.84,84668700,52.83,55.33,51.86
03/17/2020,55.99,77229780,54.66,56.54,52.8
03/16/2020,54.22,85047300,54.8,57.61,53.72
03/13/2020,60.99,74002500,58.95,60.99,55.86
03/12/2020,55.75,84534960,56.3,59.69,55.67
03/11/2020,60.77,52224580,62.49,63.05,59.8
03/10/2020,64.02,52227460,63,64.06,60.94
03/09/2020,60.78,67307300,60.27,62.74,60
03/06/2020,64.92,53212560,63.85,65.31,63.05
03/05/2020,65.95,51225760,67.51,67.95,65.26
03/04/2020,69.33,38266300,67.96,69.4,67.16
03/03/2020,67.07,48046520,69.97,70.51,66.6
03/02/2020,69.46,48629360,67.58,69.54,66.34
02/28/2020,66.97,75812360,63.88,67.06,63.55
02/27/2020,65.9,59566000,68.1,68.59,65.86
02/26/2020,69.66,44080740,69.81,70.79,68.95
02/25/2020,69.42,49565560,71.65,71.91,69.12
02/24/2020,71.08,57341060,71.31,71.85,70.57
02/21/2020,74.26,34645460,75.4,75.61,74.02
02/20/2020,75.91,21931040,76.1,76.48,75.34
02/19/2020,76.33,18985360,76.25,76.61,76.07
02/18/2020,75.98,22422800,75.75,76.58,75.63
02/14/2020,76.04,23956720,75.78,76.04,75.37
02/13/2020,75.73,18594600,75.63,76.36,75.23
02/12/2020,75.91,23351300,75.72,76.03,75.41
02/11/2020,75.44,26892660,75.59,76.48,75.28
02/10/2020,75.43,28397520,73.72,75.48,73.72
02/07/2020,73.96,23445400,73.37,74.29,73.32
02/06/2020,73.81,33587680,72.52,74.1,72.48
02/05/2020,72.41,39723140,73.12,73.19,71.53
02/04/2020,72.35,78659080,72.85,73.48,71.32
02/03/2020,74.3,61104320,73.1,74.5,72.95
01/31/2020,71.71,48344280,73.45,73.51,71.43
01/30/2020,72.79,26788420,72,72.86,71.82
01/29/2020,72.93,21573340,72.94,73.27,72.34
01/28/2020,72.63,31548440,72.15,72.8,71.62
01/27/2020,71.7,35104020,71.55,71.9,71.06
01/24/2020,73.34,35692880,74.68,74.77,73.26
01/23/2020,74.33,27027080,74.38,74.78,74.11
01/22/2020,74.3,32216920,74.55,75.16,74.25
01/21/2020,74.22,40735600,73.96,74.59,73.56
01/17/2020,74.02,47924300,73.15,74.06,72.91
01/16/2020,72.59,23473760,72.37,72.6,72.05
01/15/2020,71.96,25653700,71.51,72.07,71.51
01/14/2020,71.54,31209060,71.95,72.09,71.42
01/13/2020,71.96,33069640,71.81,72.03,71.3
01/10/2020,71.49,36431320,71.38,71.75,70.92
01/09/2020,70.99,30053280,71.03,71.37,70.51
01/08/2020,70.22,30583540,69.6,70.58,69.54
01/07/2020,69.67,30233860,69.9,70.15,69.52
01/06/2020,69.71,34662980,67.5,69.83,67.5
01/03/2020,68.03,23740120,67.39,68.63,67.28
01/02/2020,68.37,28134620,67.08,68.41,67.08
12/31/2019,66.85,19249360,66.51,66.9,66.45
12/30/2019,66.81,21026460,67.5,67.65,66.7
12/27/2019,67.59,20774360,68.15,68.23,67.47
12/26/2019,68.02,13355080,67.31,68.07,67.22
12/24/2019,67.18,6950360,67.43,67.51,67.14
12/23/2019,67.44,17664000,67.79,67.99,67.33
12/20/2019,67.48,66338100,68.17,68.18,67.45
12/19/2019,67.8,29402240,67.59,67.91,67.45
12/18/2019,67.63,33141380,67.83,68.02,67.55
12/17/2019,67.76,37105180,68.14,68.25,67.57
12/16/2019,68.06,27949020,67.83,68.23,67.63
12/13/2019,67.39,31000560,67.4,67.65,67.19
12/12/2019,67.51,25634440,67.3,67.79,67.03
12/11/2019,67.25,17015920,67.54,67.56,67.13
12/10/2019,67.23,21893060,67.08,67.5,66.8
12/09/2019,67.18,27115900,66.9,67.97,66.89
12/06/2019,67.03,26310200,66.67,67.2,66.67
12/05/2019,66.41,24256360,66.4,66.47,65.82
12/04/2019,66.03,30762200,65.35,66.29,65.24
12/03/2019,64.76,25372940,63.98,64.92,63.95
12/02/2019,64.5,30237020,65.05,65.29,64.05
11/29/2019,65.25,11739620,65.36,65.51,65.2
11/27/2019,65.65,19926580,65.75,65.92,65.48
11/26/2019,65.68,21395900,65.49,65.74,65.25
11/25/2019,65.33,20729740,64.96,65.57,64.91
11/22/2019,64.77,27730120,65.28,65.44,64.57
11/21/2019,65.07,19909980,65.07,65.63,64.65
11/20/2019,65.15,26196700,65.59,65.75,64.56
11/19/2019,65.77,25387440,66.39,66.39,65.64
11/18/2019,66.04,29761660,66.61,66.78,65.88
11/15/2019,66.74,35659100,65.95,66.74,65.71
11/14/2019,65.57,23886100,64.88,65.85,64.78
11/13/2019,64.9,17077220,64.7,65.22,64.68
11/12/2019,64.94,21717180,65,65.5,64.79
11/11/2019,64.96,20248580,65.16,65.32,64.87
11/08/2019,65.57,25038320,65.26,65.9,65.22
11/07/2019,65.44,40599400,64.71,66.19,64.71
11/06/2019,64.59,23059540,64.47,64.69,64.13
11/05/2019,64.6,25654220,64.64,64.95,64.56
11/04/2019,64.57,30019280,63.82,64.71,63.82
11/01/2019,63.69,33401440,63.25,63.73,63.03
10/31/2019,63.01,29113020,63.06,63.38,62.54
10/30/2019,63.06,28177020,62.65,63.47,62.6
10/29/2019,63.13,37727600,63.81,64.08,62.86
10/28/2019,64.5,52264740,63.77,64.97,63.63
10/25/2019,63.26,24261020,62.55,63.48,62.5
10/24/2019,63.05,20797360,63.05,63.2,62.69
10/23/2019,62.96,18571900,62.12,62.99,62.12
10/22/2019,62.14,20957020,62.39,62.53,62.07
10/21/2019,62.31,20760840,62.61,62.73,62.03
10/18/2019,62.27,27056780,62.67,62.94,62.05
10/17/2019,62.65,19610200,62.55,63.17,62.5
10/16/2019,62.18,23363480,62.06,62.74,61.92
10/15/2019,62.15,27905180,61.02,62.37,61.02
10/14/2019,60.86,17640780,60.62,61.32,60.59
10/11/2019,60.77,25542880,61.11,61.42,60.69
10/10/2019,60.43,18650620,59.93,60.75,59.87
10/09/2019,60.12,17532640,59.97,60.42,59.88
10/08/2019,59.46,22835680,59.88,60.3,59.45
10/07/2019,60.38,17342980,60.22,60.91,60.19
10/04/2019,60.45,23665280,59.59,60.57,59.46
10/03/2019,59.39,33273120,59,59.45,58.12
10/02/2019,58.83,32784740,59.85,59.85,58.56
10/01/2019,60.26,27165580,60.95,61.56,60.18
09/30/2019,60.95,28393520,61.05,61.3,60.62
09/27/2019,61.25,27088640,62.15,62.2,60.72
09/26/2019,62.07,31237640,62.1,62.25,61.61
09/25/2019,62.33,31877500,60.79,62.42,60.5
09/24/2019,60.94,31835720,62,62.34,60.53
09/23/2019,61.7,21505060,61.3,61.95,61.21
09/20/2019,61.5,46745380,61.66,62.17,61.15
09/19/2019,61.94,20003100,61.6,62.22,61.6
09/18/2019,61.62,22886660,61.38,61.78,60.83
09/17/2019,61.46,19162240,61.52,61.75,61.18
09/16/2019,61.57,21065980,61.48,61.98,61.28
09/13/2019,61.98,26027000,61.57,62.04,61.35
09/12/2019,61.71,34518160,61.22,62.09,61.15
09/11/2019,61.01,26140660,60.17,61.13,60.11
09/10/2019,60.3,25202300,59.76,60.5,59.73
09/09/2019,60.22,29437600,60.2,61,59.63
09/06/2019,60.25,21442860,60.41,60.6,60.13
09/05/2019,60.57,28172020,59.58,60.65,59.58
09/04/2019,59.07,21379360,58.84,59.17,58.55
09/03/2019,58.42,29608400,58.85,59.34,58.16
08/30/2019,59.41,22599180,59.93,59.93,59.19
08/29/2019,59.64,21777160,59.06,59.8,59.06
08/28/2019,58.55,16044860,58.09,58.82,57.87
08/27/2019,58.39,21549040,59.03,59.12,58.07
08/26/2019,58.44,24528820,57.86,58.47,57.65
08/23/2019,57.56,33765420,59.1,59.7,57.39
08/22/2019,59.48,18958120,59.7,59.9,58.93
08/21/2019,59.56,14821060,59.66,59.95,59.37
08/20/2019,59.13,18312100,59.76,59.8,59.11
08/19/2019,59.92,24650340,59.5,60.35,59.5
08/16/2019,58.88,26988720,58.98,59.14,58.59
08/15/2019,58.36,24494780,58.18,58.79,58.11
08/14/2019,58.21,31573360,58.82,59.12,58.03
08/13/2019,59.86,26360180,58.57,60.24,58.57
08/12/2019,58.74,20063740,58.96,59.25,58.38
08/09/2019,59.4,21313160,59.9,60.19,59.18
08/08/2019,60.24,29359940,59.14,60.25,58.65
08/07/2019,58.7,28886480,57.8,58.92,57.48
08/06/2019,58.5,34187480,58.17,59,58
08/05/2019,57.62,51949100,58.5,58.76,57.01
08/02/2019,59.7,32901340,60.04,60.35,59.45
08/01/2019,60.45,33970200,60.7,61.71,60.29
07/31/2019,60.83,34509080,61.15,61.7,60.39
07/30/2019,61.26,29065260,61.27,61.74,61.17
07/29/2019,61.97,44474620,62.05,62.37,61.41
07/26/2019,62.52,96115040,61.2,63.28,61.2
07/25/2019,56.61,44196460,56.89,57.09,56.05
07/24/2019,56.89,31802020,56.6,57.2,56.35
07/23/2019,57.31,21873760,57.2,57.35,56.59
07/22/2019,56.9,26036920,56.67,56.96,56.21
07/19/2019,56.51,32944900,57.41,57.56,56.48
07/18/2019,57.32,25825620,57.09,57.38,56.64
07/17/2019,57.32,23400940,57.55,57.92,57.29
07/16/2019,57.68,24776140,57.3,57.93,57.25
07/15/2019,57.52,18075600,57.34,57.54,56.97
07/12/2019,57.25,17279460,57.2,57.37,56.94
07/11/2019,57.21,23911380,57.16,57.65,56.98
07/10/2019,57.02,24189320,56.56,57.1,56.55
07/09/2019,56.24,26607400,55.59,56.4,55.36
07/08/2019,55.82,24728380,56.26,56.3,55.56
07/05/2019,56.58,25290800,55.89,56.64,55.81
07/03/2019,56.08,15340220,55.87,56.34,55.69
07/02/2019,55.56,19835100,55.11,55.59,54.91
07/01/2019,54.9,28770080,54.9,55.38,54.69
06/28/2019,54.05,33869000,53.82,54.05,53.67
06/27/2019,53.8,20089540,54.2,54.36,53.76
06/26/2019,53.99,36217380,54.33,54.65,53.61
06/25/2019,54.32,30938260,55.63,55.72,54.19
06/24/2019,55.78,27913920,55.98,56.1,55.55
06/21/2019,56.09,38951820,55.46,56.21,55.4
06/20/2019,55.57,25240220,56,56.01,55.24
06/19/2019,55.12,26784360,55.28,55.35,54.67
06/18/2019,55.18,27733680,55.48,55.82,54.95
06/17/2019,54.63,18832040,54.31,54.96,54.31
06/14/2019,54.27,22232860,54.32,54.63,54.01
06/13/2019,54.44,21160000,54.18,54.71,54.01
06/12/2019,53.85,21225100,53.9,54.05,53.38
06/11/2019,53.94,28741260,54.7,55.1,53.88
06/10/2019,54.02,29284960,53.65,54.63,53.62
06/07/2019,53.3,36047400,52.53,53.55,52.42
06/06/2019,52.22,34064880,52.25,52.37,51.69
06/05/2019,52.11,43368780,52.58,52.68,51.52
06/04/2019,52.65,56669660,52.15,52.8,51.68
06/03/2019,51.81,102611520,53.28,53.28,51.25
05/31/2019,55.18,30164060,55.06,55.48,55.01
05/30/2019,55.9,19037460,55.78,56.16,55.61
05/29/2019,55.82,30764240,56.38,56.46,55.41
05/28/2019,56.71,27303320,56.7,57.58,56.66
05/24/2019,56.67,22246820,57.37,57.49,56.58
05/23/2019,57.04,23986000,57.03,57.3,56.46
05/22/2019,57.57,18296780,57.34,57.93,57.29
05/21/2019,57.48,23203160,57.42,57.64,56.9
05/20/2019,56.94,27065840,57.23,57.34,56.57
05/17/2019,58.12,24172460,58.42,59.01,58
05/16/2019,58.95,30628080,58.23,59.41,58.14
05/15/2019,58.21,45786040,55.89,58.57,55.83
05/14/2019,56.02,36732080,56.86,57.02,55.98
05/13/2019,56.6,37212960,57.1,57.4,56.11
05/10/2019,58.21,26290920,58.18,58.63,57.13
05/09/2019,58.12,23719460,57.95,58.48,57.54
05/08/2019,58.31,26190280,58.6,59.02,58.29
05/07/2019,58.71,31027360,59.02,59.52,58.05
05/06/2019,59.47,31278860,58.31,59.54,58.31
05/03/2019,59.27,39613060,58.68,59.34,58.45
05/02/2019,58.13,38896340,58.39,58.71,57.75
05/01/2019,58.4,52859660,59.4,59.4,58.36
04/30/2019,59.42,123893820,59.25,59.64,58.75
04/29/2019,64.38,48255760,63.7,64.46,63.31
04/26/2019,63.61,24565520,63.45,63.65,63.02
04/25/2019,63.17,21992280,63.24,63.37,62.6
04/24/2019,62.8,20300120,63.21,63.4,62.75
04/23/2019,63.23,25423900,62.53,63.45,62.32
04/22/2019,62.44,16131540,61.8,62.45,61.42
04/18/2019,61.82,26313520,61.96,62.1,61.73
04/17/2019,61.82,24237320,61.65,62.03,61.39
04/16/2019,61.36,17105160,61.25,61.54,61.01
04/15/2019,61.06,23747060,60.9,61.21,60.46
04/12/2019,60.89,18535980,60.5,60.92,60.41
04/11/2019,60.23,14188340,60.2,60.4,60.01
04/10/2019,60.11,14490480,60.03,60.19,59.82
04/09/2019,59.86,17308320,59.8,60.11,59.65
04/08/2019,60.19,17199380,60.39,60.43,59.99
04/05/2019,60.36,18019000,60.75,60.81,60.25
04/04/2019,60.75,18999240,60.3,60.78,60.21
04/03/2019,60.3,20283900,60.37,60.82,60.03
04/02/2019,60.02,16016400,59.77,60.07,59.29
04/01/2019,59.72,23764700,59.21,59.83,59.1
03/29/2019,58.67,25391460,58.75,58.95,58.14
03/28/2019,58.42,19336860,58.58,58.58,57.97
03/27/2019,58.65,27244340,59.28,59.38,57.97
03/26/2019,59.23,37892780,59.93,60.14,58.84
03/25/2019,59.65,29876820,59.85,60.32,59.35
03/22/2019,60.28,33378200,61.32,61.5,60.14
03/21/2019,61.58,23917980,60.8,61.59,60.66
03/20/2019,61.2,41787340,59.87,61.36,59.81
03/19/2019,59.94,28097260,59.44,60,59.29
03/18/2019,59.21,24250120,59.17,59.5,58.87
03/15/2019,59.22,49151940,59.67,59.83,59.13
03/14/2019,59.28,23019000,59.73,59.89,59.22
03/13/2019,59.67,28696320,60.03,60.05,59.6
03/12/2019,59.66,40246120,58.91,60,58.91
03/11/2019,58.79,31386640,57.22,58.81,57.22
03/08/2019,57.12,24245420,56.34,57.35,56.17
